tripduration,startstationid,endstationid,bikeid
587,270,467,19831
604,521,520,17306
649,284,461,20080
474,243,402,15599
299,447,456,20015
466,300,383,16331
597,490,513,18840
1674,120,304,15981
1038,482,520,17469
874,490,335,16516
429,536,228,15462
1223,127,456,19090
234,270,300,20614
967,297,306,18448
609,253,504,18620
240,237,503,20142
662,487,168,19791
915,293,456,18485
557,258,279,17216
1602,271,417,15593
781,238,309,16341
349,494,463,16227
942,453,276,19527
571,379,459,18054
497,507,359,19357
642,524,402,15352
579,466,519,14974
1775,521,417,17096
942,467,386,18363
1100,511,522,15514
718,455,293,16236
1050,336,264,17963
1568,258,417,20523
771,453,329,17704
944,521,520,20339
590,495,521,20225
1280,448,224,16147
142,416,300,19371
1788,423,327,18365
381,518,352,15555
1043,465,358,16810
1425,323,293,15740
440,476,485,15837
631,433,546,15909
240,367,228,19302
566,478,474,19297
2339,2006,2006,20155
752,540,540,17396
517,275,343,20172
1076,345,426,16153
1982,478,337,19589
856,324,212,19450
1414,521,309,19325
702,450,546,17225
993,516,152,18394
1943,329,479,20147
1082,290,243,18032
677,527,465,16930
350,487,537,17821
1035,350,174,19800
1065,403,534,17297
894,495,359,17542
1325,478,537,15742
585,408,259,18797
1525,508,303,16613
1823,517,386,19063
202,329,309,19265
283,509,521,19323
353,515,524,18709
1493,290,453,15385
456,317,507,16687
643,363,329,18837
438,494,448,18341
311,495,521,15081
332,455,385,14824
712,253,444,15544
486,386,306,18768
953,152,444,18408
695,433,455,20288
352,519,465,18296
160,153,517,14956
263,439,250,19579
340,377,348,17348
1429,467,417,19998
378,408,376,20190
1687,150,270,16016
483,415,417,19714
761,511,386,19934
740,327,351,17621
555,422,447,15064
918,2006,519,17979
1086,450,167,19344
382,486,388,16123
120,515,529,15934
718,394,455,17633
704,379,545,18295
648,467,137,16547
927,301,351,18792
854,496,522,16069
1712,546,415,17990
418,387,2004,19131
789,518,526,15068
458,449,477,20072
374,480,500,15587
722,266,280,18974
1466,2006,327,14858
1109,515,2004,17214
500,352,485,15328
680,518,510,19616
516,519,537,15535
185,509,463,19427
528,480,496,15443
639,313,430,20377
513,323,343,19801
361,326,545,17283
1295,445,463,16818
1273,480,463,19188
278,489,521,17856
530,458,415,16154
987,387,497,17422
484,368,459,15224
348,402,284,17711
413,521,479,15905
688,153,509,15412
745,2003,459,19897
1137,349,147,19170
631,453,537,16213
406,479,513,15184
463,519,444,16328
731,301,297,16813
1539,432,520,16867
591,422,290,16670
614,301,507,17984
248,545,507,19615
966,545,359,18455
570,402,439,17866
973,428,351,14821
1165,494,320,18654
3559,2003,537,18884
819,448,266,18401
1992,529,386,15934
293,458,520,20154
393,450,484,16018
421,520,423,16875
318,270,323,19823
223,444,472,17783
612,307,285,17700
1054,469,290,17604
361,327,329,18580
754,521,352,15329
571,521,500,14949
759,490,475,18932
2018,313,466,19706
304,496,444,19716
1913,439,522,19793
124,503,2000,17388
188,493,520,16736
160,270,258,20544
1255,379,290,16514
1218,317,290,18498
785,323,546,19180
1356,487,260,17905
566,447,464,15125
182,503,461,20142
760,347,147,20232
186,318,524,19471
745,469,520,16041
276,469,493,17886
1158,363,458,18139
530,495,510,16762
387,308,151,17996
407,253,537,15894
912,285,499,20553
974,504,422,16118
743,468,533,19237
302,432,523,15169
562,127,303,16907
90,366,366,20103
2241,279,456,17216
310,350,150,20586
344,300,459,19305
1312,447,264,17463
183,173,450,16650
672,312,536,19668
501,238,380,18628
222,391,233,20203
423,315,417,19727
404,318,533,15852
1062,79,456,19627
463,475,444,16864
796,511,167,16541
656,224,329,15295
156,400,459,17080
1252,212,268,18161
961,512,167,15181
358,465,359,18296
867,412,2022,14989
982,127,447,20537
564,448,463,16886
408,249,360,16280
1048,284,147,17993
990,433,327,15756
580,348,254,19982
766,523,528,16958
782,537,459,17821
2204,315,525,19861
332,293,380,19540
448,387,327,16310
284,168,453,19499
1136,318,377,19296
687,293,519,16270
1437,161,363,17622
308,489,446,19333
758,432,242,19873
167,426,329,15860
441,423,456,17391
461,545,164,15951
1283,426,470,19308
339,519,472,14974
1334,350,501,19107
437,366,323,15122
912,326,444,18531
401,332,311,18134
39079,499,376,15020
2041,366,174,16401
448,340,332,20014
522,524,305,19944
285,324,271,19698
137,318,524,15876
338,157,395,18014
1591,336,449,14981
1177,523,522,16105
1725,340,264,15495
364,468,520,16043
1207,349,327,19809
1148,224,497,18019
1046,346,537,17972
1606,173,312,19586
411,454,510,16223
1303,421,195,18176
1979,383,474,17043
419,290,352,20219
1155,499,533,16899
1145,499,243,16063
1193,521,290,17856
3376,447,415,18187
415,317,311,15078
464,362,318,15878
241,493,352,15317
366,468,477,18078
993,521,455,19323
1028,305,486,19888
462,280,445,16261
634,345,2006,18298
272,465,327,18850
616,318,448,20212
494,270,323,18732
684,521,450,20225
750,362,359,18047
275,368,494,17708
395,507,297,16469
480,271,390,19113
678,458,485,17120
616,379,520,17826
667,282,282,18343
687,379,536,17252
181,116,404,19301
269,345,380,18948
558,533,537,20292
1131,432,519,14771
1168,457,469,18572
1833,515,152,19014
434,524,281,16792
906,475,514,15006
921,373,323,19435
270,524,173,19471
380,363,327,19001
1435,356,319,17343
385,157,323,16182
364,522,524,14946
399,399,271,16992
625,173,444,15429
333,262,324,19106
1469,486,195,15032
250,416,528,15346
1357,308,435,15800
832,477,537,20072
435,303,254,15247
115,146,147,20332
109,447,447,15064
595,495,520,19789
625,533,486,16742
831,523,518,18270
563,318,492,17827
392,476,485,19494
266,325,402,19694
391,434,324,18127
561,459,2012,19386
424,483,428,18685
1215,432,490,16528
1686,519,514,18509
2158,335,440,18804
318,485,476,15361
507,490,463,18272
889,490,527,19140
577,546,490,15909
441,83,486,19530
519,504,527,18028
702,440,520,18211
1161,515,442,16205
291,420,383,15188
555,362,538,20057
558,396,274,15647
1192,490,385,16416
1507,432,493,15602
642,439,386,16180
1067,527,513,18731
609,545,455,18734
472,293,383,15830
198,453,521,19499
987,476,146,16811
1885,487,376,14779
338,529,500,15081
1661,137,267,17155
565,490,153,17302
552,251,251,15768
267,527,546,20042
611,405,490,15679
684,432,474,17266
755,251,327,18700
614,545,518,14548
928,490,468,18419
763,499,164,20075
869,483,228,15118
525,528,520,17522
401,524,352,15876
882,445,358,16985
246,352,457,19378
1448,480,496,17405
418,317,392,17838
4047,519,387,18265
333,305,260,16057
841,168,472,19791
279,356,545,15522
1716,360,494,15982
661,466,493,19556
1062,490,475,16872
391,437,456,16540
551,516,281,15529
1166,518,127,16070
581,524,518,14991
965,428,337,15857
1173,2003,264,18228
410,494,477,17708
1752,348,388,18644
326,326,285,19039
2290,448,233,17452
769,327,470,16126
1617,358,486,16238
721,380,382,18948
933,476,510,15459
670,494,2003,18268
295,509,482,15412
426,513,520,18840
1573,501,259,18891
601,534,224,19503
1724,468,328,15041
418,2004,325,17332
596,410,545,16232
330,306,417,18448
205,237,285,15400
603,504,472,16950
1734,545,494,20312
321,494,477,19423
396,167,493,16522
742,392,492,15839
621,465,228,16930
1016,323,315,15112
577,521,546,19499
161,401,473,18081
267,319,327,15250
792,483,512,16131
393,417,260,20295
1235,401,380,16327
549,490,284,14901
1921,306,474,17213
748,430,465,20563
305,519,167,20294
476,466,546,15594
380,475,445,16150
755,332,531,16306
348,428,504,15656
306,2004,320,19131
512,490,486,17751
1062,461,164,17286
557,490,537,18188
1396,508,319,18565
1776,487,228,20137
714,518,465,17132
2098,462,319,16570
201,293,445,17172
1463,518,368,19874
347,507,480,18544
1913,539,517,15000
1131,480,537,19922
30495,347,252,16113
1642,510,290,19492
349,379,472,18175
983,526,447,15068
488,327,304,16310
519,327,387,19239
678,2003,519,19489
1398,157,375,15997
1233,402,458,19598
1037,475,243,16394
402,325,494,19124
512,2003,518,19779
340,533,448,14885
355,368,127,19597
1352,351,501,16523
636,301,496,20601
168,79,489,18154
1972,467,523,18051
424,468,538,15915
640,301,268,16186
1475,239,297,14985
919,236,228,17237
1186,485,332,15328
524,545,402,16767
452,291,531,19281
1105,2008,510,18044
619,301,268,17341
143,537,461,20061
275,173,359,17489
1591,526,355,18642
553,303,498,19515
1268,445,351,18587
764,449,153,17034
478,487,482,18088
286,527,472,16948
1123,168,426,16229
419,2006,538,20098
294,301,406,17637
1073,174,79,17750
1565,482,427,16422
943,265,533,17387
420,518,359,14794
928,317,358,18673
414,521,493,18538
808,326,517,18221
1166,422,453,14542
683,447,318,16710
304,347,128,17748
341,426,328,17176
1697,427,212,18236
1527,335,352,18597
190,485,474,20231
374,518,454,18350
690,2003,362,19338
1841,468,426,17386
474,516,524,15629
1505,335,352,18450
768,518,228,15182
1523,449,426,18077
1204,253,330,16729
586,490,468,15282
319,332,311,15192
948,331,363,17106
1572,363,284,15461
781,426,377,15187
1613,455,351,20288
1419,363,284,18976
989,324,327,15842
1019,157,387,17439
252,364,354,16215
596,281,290,15349
831,347,459,20568
1212,268,519,19495
576,519,527,17288
1715,519,147,18861
256,395,233,18014
754,428,164,18243
1136,284,517,19742
609,527,459,14889
1871,391,519,15814
495,467,310,17086
899,459,359,19897
1837,290,306,16670
324,486,510,15302
513,453,396,20263
1124,301,167,17476
311,366,239,19058
429,474,476,19724
491,536,164,15843
1683,508,426,14563
553,335,377,15870
316,446,489,18522
1386,332,427,16146
1473,293,484,18883
1315,268,533,15451
1061,284,153,17612
1492,354,128,18836
1362,2003,260,17943
555,244,324,15989
1175,472,268,14974
312,527,472,19553
716,161,490,17380
605,513,514,17144
804,326,128,15138
782,477,352,18078
1376,489,348,17692
791,518,450,19066
765,2003,507,17067
520,290,455,17758
1244,346,538,18001
198,524,510,14946
847,318,496,19136
1509,527,315,19408
960,379,359,20552
632,307,305,19190
1303,225,464,19129
642,2012,485,19386
993,318,499,15878
768,356,417,20329
298,375,438,20587
333,546,507,19505
474,157,323,20102
287,327,152,15378
899,533,151,19237
668,526,518,18391
1052,405,458,19337
646,432,229,16073
997,314,456,19204
1666,499,493,15465
501,448,492,18410
1408,482,304,16765
1531,363,500,19114
464,327,427,15250
1347,294,164,16135
468,480,520,17045
426,243,444,20512
1687,495,426,16826
566,448,500,20212
1751,146,456,14726
1558,254,520,19982
330,360,417,18591
493,284,402,16785
438,483,265,18152
737,479,456,15905
868,382,455,16260
291,459,223,17821
1182,417,390,17526
832,514,524,18275
589,490,457,15909
715,160,493,15973
1368,293,522,16236
1033,143,2004,16987
1268,519,463,18033
590,507,442,19615
641,537,127,16669
974,487,318,14541
675,453,477,17079
1977,517,351,19480
839,368,316,18046
652,410,348,18474
686,2000,278,20610
724,223,195,16343
287,526,167,15230
501,382,347,18231
621,520,459,17522
1415,519,405,18978
1001,507,290,16464
524,519,466,18244
1108,332,455,18714
230,402,285,17531
682,490,468,15679
796,477,352,19423
219,146,426,16695
521,2003,473,14727
698,492,538,17827
538,478,243,19081
406,368,459,17903
414,82,195,14665
1471,262,427,16832
1212,457,536,19378
238,327,363,14947
798,127,402,16563
1310,405,493,17852
719,507,359,17984
1485,356,380,17126
286,270,239,15758
964,540,435,18444
1239,488,264,19851
1376,518,355,14548
291,320,434,14975
823,515,225,14936
1889,368,507,20349
844,445,435,16261
723,446,461,17653
752,368,330,17831
978,521,457,18981
802,477,527,17708
1965,216,442,19517
72,127,127,15926
271,461,497,20142
627,276,324,16088
251,229,368,17782
432,317,293,20289
764,167,520,20294
4640,238,330,16799
633,297,463,19904
1575,363,390,18242
272,447,457,19010
2175,312,392,19347
1984,417,522,19740
701,478,524,15017
2162,426,500,16798
1183,79,520,16174
2889,504,504,15656
466,403,268,17967
1060,359,379,16599
292,442,489,19256
933,323,455,18888
595,325,474,15221
1953,446,337,15565
707,428,402,18758
789,515,457,18626
407,472,174,19380
378,459,459,17226
396,326,375,15483
966,447,521,15500
772,383,484,18196
874,447,459,20537
358,388,521,20145
1327,345,450,18235
1094,322,415,17188
384,447,281,15016
161,537,444,16213
616,486,359,17751
359,318,529,15711
1184,247,484,19367
883,545,521,18295
477,428,531,19554
394,533,493,15852
1005,518,435,14991
383,399,324,16248
1471,416,347,20254
424,317,311,20278
1834,327,402,19827
1617,524,524,19236
368,367,167,17516
728,243,475,18032
980,127,426,16926
1310,2002,2022,17743
632,317,375,19813
1368,301,195,15154
1005,423,153,16875
442,326,503,18333
2169,527,276,20364
1051,517,151,15121
304,459,458,16067
778,466,489,17926
765,447,442,18338
1436,431,389,19291
1153,266,243,18401
876,314,195,17686
905,518,379,19779
1079,380,426,15570
1150,472,456,16948
1402,173,335,15766
1668,487,495,14583
514,445,458,15603
988,436,259,18619
571,422,281,16494
350,417,260,15593
425,497,438,15491
788,250,337,17600
492,229,2004,18780
1719,396,387,19916
1713,396,387,17478
736,459,510,18427
237,417,360,19998
660,475,492,14948
69,317,317,16986
744,363,383,17934
467,335,168,20100
1012,368,340,16111
966,523,462,15169
876,401,337,19798
916,436,539,15550
1349,174,383,18847
1328,319,508,17792
1027,438,430,20318
320,519,526,17979
1023,486,486,19501
1038,382,318,19625
583,426,225,17636
625,469,318,16231
617,457,533,19336
628,486,520,16466
1078,173,281,17720
1027,454,251,20556
438,476,485,19724
897,438,455,17036
932,511,359,15782
322,445,293,17104
514,526,285,19179
445,402,174,15515
355,515,456,19535
1624,487,319,18140
1039,173,281,16197
796,507,524,19505
1522,420,392,16367
423,546,318,17225
948,261,264,16965
1047,332,147,18813
550,72,525,18177
982,446,318,15988
775,254,545,15247
689,470,537,16126
474,318,520,17654
754,237,128,17924
487,284,357,19388
1070,285,147,17037
421,359,243,17944
703,527,456,19140
889,527,538,15287
847,459,448,15224
1186,349,435,17807
732,515,359,17339
854,436,300,19825
452,353,390,15713
1412,327,487,18850
476,144,271,18893
618,533,497,16899
2734,376,500,16932
737,312,375,16508
336,82,271,14855
227,473,157,20592
216,512,442,16131
700,527,116,17224
456,362,428,15205
597,325,250,17332
312,465,505,17132
954,72,516,19951
500,487,380,19238
526,352,520,19123
1839,518,386,18076
586,469,444,18572
691,244,271,18683
1278,434,228,18480
1312,2003,484,18798
591,375,248,19687
1035,317,466,16986
2126,422,276,18691
865,302,523,17535
142,355,296,15802
1229,468,444,18419
1235,318,347,16710
1356,368,415,17782
530,410,457,17764
2381,290,147,18668
998,311,415,19900
919,228,173,17170
408,250,368,19579
1404,280,363,19678
1546,340,517,17650
517,495,468,19415
1478,349,546,15803
681,498,519,17603
678,435,514,17440
550,309,224,18609
883,396,347,17938
599,253,2012,19409
421,243,318,16063
584,459,521,17741
1383,453,318,15385
1074,290,444,18498
316,270,383,16574
1392,306,471,20572
634,359,444,20529
567,545,320,15522
376,271,384,15797
761,428,518,18026
1050,280,360,17390
336,399,300,16332
964,492,305,15839
580,533,359,14887
766,280,330,18974
471,271,233,17986
491,495,469,15022
330,357,161,19983
734,492,359,18410
815,2009,330,16369
313,518,517,18937
762,290,480,15349
399,247,509,17502
860,457,496,19518
1109,410,168,20538
571,537,318,17972
1289,521,305,20145
418,531,146,18519
520,518,359,18270
269,475,537,16648
703,324,329,20274
519,540,496,16698
92,405,405,15374
523,377,127,20111
852,461,377,20080
1023,521,367,19992
106,480,480,18544
563,486,493,19888
1204,432,153,19898
490,528,485,16958
324,380,472,19540
1195,479,536,20147
1698,332,253,20343
11015,339,168,15960
1711,499,253,19429
144,457,469,17523
313,223,357,17821
816,490,359,16528
450,545,546,16232
1291,499,526,20553
281,2022,285,18825
2365,143,521,20319
453,173,164,16970
1771,401,317,15624
208,195,337,17177
1375,438,359,17457
742,311,481,19012
1680,489,304,20619
694,72,522,19753
807,361,317,18867
626,275,289,14867
1721,415,518,15537
739,435,500,16739
408,459,497,14889
1109,466,469,17923
1217,466,465,15440
2240,397,538,18459
240,457,281,19010
481,379,168,19614
778,368,485,16278
575,285,517,16644
1359,444,500,15220
1316,438,327,20587
584,529,517,15711
501,476,228,15069
864,466,2003,16913
914,233,151,19146
617,236,293,18092
375,447,484,17559
372,447,538,15084
10905,339,168,19482
844,466,457,18244
470,433,323,17182
1615,280,294,15779
1332,476,263,17494
134,3002,314,18523
523,243,461,19081
1195,475,267,18501
717,433,284,17149
1432,326,2006,16052
